12/5/19 3:50,"....”I would like to have the Attorney General (of the United States) call you or your people.....” This, based on… https://t.co/WRn9fT6iwG",,,,,,,,,,,,Date,Time,,
11/21/19 1:11,"“All four of Gordon Sondland’s lawyers are Democrat Donors.” @TuckerCarlson  Despite this, big win today for Republicans!",,,,,,,,,,,,11/21/19,1:22:51,,
11/21/19 1:03,"Watch @TuckerCarlson, @seanhannity, @IngrahamAngle. Big News! @FoxNews",,,,,,,,,,,,11/21/19,1:11:46,,
11/21/19 0:49,https://t.co/ytr7dRvbUc https://t.co/G6lGfyxSUs,,,,,,,,,,,,11/21/19,1:03:39,,
11/20/19 23:38,"If this were a prizefight, they’d stop it!",,,,,,,,,,,,11/21/19,0:49:39,,
11/20/19 23:18,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today N… https://t.co/IMdAKp9o8e,,,,,,,,,,,,11/20/19,23:38:10,,
11/20/19 19:04,I WANT NOTHING! https://t.co/KKUfwSIRAi,,,,,,,,,,,,11/20/19,23:18:50,,
11/20/19 18:57,"....”I WANT NOTHING! I WANT NOTHING! I WANT NO QUID PRO QUO! TELL PRESIDENT ZELENSKY TO DO THE RIGHT THING!” Later,… https://t.co/ILD8Ns1XGm",,,,,,,,,,,,11/20/19,19:04:30,,
11/20/19 18:57,Impeachment Witch Hunt is now OVER! Ambassador Sondland asks U.S. President (me): “What do you want from Ukraine? I… https://t.co/m2H5hHC4ok,,,,,,,,,,,,11/20/19,18:57:07,,
11/20/19 18:45,We join families of Kevin King &amp; Tim Weeks in celebrating their release from Taliban captivity. Thanks to President… https://t.co/suyld231na,,,,,,,,,,,,11/20/19,18:57:06,,
11/20/19 18:03,https://t.co/HbgEgZsPZ9,,,,,,,,,,,,11/20/19,18:45:36,,
,,,,,,,,,,,,,11/20/19,18:03:40,,
